idade,escolaridade,estado_civil,regiao,num_dependentes,tipo_contrato,anos_emprego,renda_mensal,valor_emprestimo,prazo_meses,taxa_juros_mensal,historico_pagamentos,score_credito,inadimplente
43,Fundamental,Casado,Nordeste,0,Autônomo,0.5,1820.01,26900.0,60,3.12,Excelente,636,0
18,Superior,Divorciado,Sudeste,3,CLT,0.3,6512.85,71000.0,36,2.2,Bom,574,0
24,Médio,Solteiro,Nordeste,3,Servidor Público,7.0,2873.9,40600.0,48,1.25,Bom,631,0
18,Fundamental,Solteiro,Sudeste,1,CLT,2.5,2812.38,30100.0,48,1.44,Bom,636,0
37,Médio,Divorciado,Centro-Oeste,3,Autônomo,19.6,3205.29,12500.0,60,2.78,Excelente,778,0
36,Fundamental,Casado,Sudeste,0,CLT,1.0,1782.23,15400.0,48,1.93,Bom,590,1
34,Superior,Divorciado,Sudeste,0,Autônomo,4.2,5210.35,64100.0,72,2.69,Bom,639,1
26,Fundamental,Solteiro,Sul,2,Servidor Público,6.5,1320.0,16400.0,60,1.42,Excelente,676,0
25,Superior,Casado,Sudeste,1,CLT,8.2,5006.47,88100.0,84,1.77,Bom,631,0
43,Fundamental,Casado,Nordeste,0,CLT,1.5,1381.91,16700.0,72,2.22,Excelente,691,0
31,Médio,Solteiro,Norte,2,Empresário,0.9,1963.16,14300.0,24,2.5,Excelente,645,0
41,Superior,Casado,Norte,4,CLT,1.0,8395.36,30700.0,84,1.94,Ruim,447,0
28,Superior,Casado,Sudeste,2,CLT,4.4,6127.25,90800.0,36,2.11,Bom,638,0
39,Fundamental,Solteiro,Centro-Oeste,0,Empresário,3.0,1540.42,25200.0,48,2.84,Bom,626,0
52,Superior,Solteiro,Sudeste,1,Autônomo,3.7,6347.89,77500.0,72,2.1,Bom,661,0
44,Médio,Casado,Nordeste,2,CLT,0.1,3275.23,33500.0,24,1.79,Bom,650,0
33,Superior,Casado,Sul,2,Autônomo,2.0,5005.76,79700.0,72,4.38,Bom,609,0
40,Superior,Divorciado,Sudeste,3,CLT,1.5,8237.35,54400.0,84,1.68,Excelente,764,0
35,Superior,Solteiro,Centro-Oeste,3,CLT,8.0,6231.66,56000.0,72,1.88,Excelente,668,0
38,Pós-graduação,Solteiro,Sudeste,3,CLT,6.0,12444.61,132100.0,60,1.32,Ruim,539,1
34,Médio,Viúvo,Sul,2,CLT,2.2,3042.76,11400.0,36,1.97,Excelente,624,0
36,Superior,Divorciado,Nordeste,1,CLT,4.0,2955.39,39400.0,36,1.79,Excelente,659,0
40,Médio,Solteiro,Sudeste,2,CLT,0.2,1983.99,11600.0,60,2.19,Bom,552,0
27,Fundamental,Casado,Sul,2,CLT,4.1,1320.0,10600.0,24,1.56,Excelente,632,0
26,Fundamental,Solteiro,Sul,0,CLT,0.4,1320.0,12200.0,72,1.29,Bom,577,0
22,Fundamental,Solteiro,Sudeste,1,CLT,5.0,2336.97,29400.0,24,2.36,Ruim,504,1
20,Superior,Solteiro,Sudeste,0,CLT,3.4,7697.74,30700.0,48,1.29,Excelente,718,0
24,Superior,Solteiro,Nordeste,3,CLT,1.4,4508.74,36600.0,24,2.41,Bom,554,0
39,Superior,Divorciado,Sudeste,1,CLT,1.9,7086.86,50400.0,24,1.85,Regular,585,0
28,Fundamental,Casado,Nordeste,2,Autônomo,0.4,1320.0,4000.0,48,4.25,Excelente,652,0
43,Médio,Viúvo,Sudeste,1,CLT,1.6,2511.67,33600.0,48,1.36,Regular,590,1
38,Pós-graduação,Casado,Sudeste,2,CLT,13.6,10269.7,67200.0,36,1.89,Bom,729,0
18,Médio,Casado,Centro-Oeste,0,Servidor Público,2.7,1320.0,7300.0,24,1.35,Bom,538,0
45,Superior,Casado,Centro-Oeste,2,CLT,2.6,3577.02,53500.0,48,2.39,Bom,596,0
46,Superior,Viúvo,Centro-Oeste,0,Empresário,4.0,3492.16,12500.0,72,1.67,Bom,622,0
27,Superior,Casado,Norte,1,Empresário,2.7,6218.06,102600.0,24,2.42,Bom,609,0
42,Médio,Casado,Sudeste,0,Autônomo,1.8,2397.58,31900.0,60,2.22,Excelente,666,0
28,Superior,Divorciado,Sudeste,1,CLT,0.6,7790.0,43400.0,36,1.54,Bom,646,0
39,Médio,Solteiro,Nordeste,2,Servidor Público,4.0,1593.7,13200.0,72,1.03,Regular,514,1
24,Superior,Casado,Sul,2,Servidor Público,5.5,5231.9,90200.0,24,1.18,Ruim,418,0
18,Médio,Divorciado,Sul,0,Autônomo,10.3,5027.14,61700.0,12,3.14,Bom,700,0
33,Médio,Viúvo,Sudeste,1,CLT,0.0,3557.74,43200.0,24,1.61,Regular,575,0
36,Fundamental,Solteiro,Centro-Oeste,3,CLT,0.3,2147.28,27500.0,60,1.93,Bom,581,0
33,Superior,Casado,Sudeste,2,CLT,9.2,7732.2,76900.0,72,2.44,Excelente,787,0
24,Médio,Casado,Sudeste,0,CLT,4.0,2102.49,11600.0,60,1.31,Regular,546,0
33,Médio,Solteiro,Sudeste,1,CLT,12.7,3110.83,16400.0,60,1.46,Regular,553,0
40,Médio,Casado,Centro-Oeste,2,CLT,2.3,3897.69,51900.0,12,2.04,Excelente,689,0
37,Pós-graduação,Solteiro,Sudeste,0,CLT,2.2,8391.27,136400.0,24,2.08,Bom,660,0
40,Superior,Solteiro,Sudeste,2,Autônomo,1.7,6560.76,49200.0,72,3.41,Ruim,421,1
30,Superior,Casado,Centro-Oeste,2,CLT,0.6,6544.96,69100.0,48,2.25,Ruim,446,0
50,Superior,Casado,Norte,0,CLT,1.9,6345.86,113500.0,48,2.41,Bom,678,0
25,Médio,Casado,Centro-Oeste,2,Autônomo,0.1,3639.44,25000.0,60,4.15,Regular,507,0
43,Médio,Casado,Nordeste,2,CLT,2.8,2484.84,22000.0,24,2.47,Excelente,727,0
51,Pós-graduação,Solteiro,Sudeste,1,Autônomo,7.5,13110.08,110800.0,72,3.61,Excelente,837,0
43,Fundamental,Solteiro,Sudeste,0,CLT,1.5,1555.98,5400.0,60,1.6,Regular,507,1
35,Médio,Solteiro,Sudeste,2,Servidor Público,0.4,5147.04,54800.0,48,1.17,Regular,516,0
32,Médio,Solteiro,Nordeste,0,Autônomo,14.6,4403.87,27000.0,48,2.76,Regular,681,0
49,Médio,Casado,Sudeste,3,Autônomo,0.6,2883.21,14200.0,60,3.46,Regular,492,0
22,Médio,Casado,Nordeste,3,CLT,3.0,4980.82,68000.0,36,1.41,Bom,626,0
27,Médio,Solteiro,Norte,4,Servidor Público,6.6,3432.4,49700.0,24,1.38,Ruim,440,1
33,Fundamental,Solteiro,Sul,1,CLT,1.2,2130.89,34800.0,24,1.56,Bom,546,0
51,Médio,Casado,Sul,2,CLT,7.4,3706.45,63100.0,24,1.22,Ruim,403,1
42,Médio,Solteiro,Sul,3,Servidor Público,3.3,3198.64,51300.0,48,1.29,Excelente,694,0
27,Médio,Viúvo,Sudeste,0,CLT,1.6,3637.86,17600.0,60,2.13,Regular,513,1
34,Fundamental,Casado,Sul,0,CLT,8.0,1320.0,8400.0,72,2.16,Bom,634,0
31,Superior,Solteiro,Nordeste,1,Servidor Público,3.9,3790.98,18300.0,60,1.27,Regular,502,0
30,Médio,Solteiro,Sul,3,CLT,3.8,4288.47,35600.0,48,1.39,Excelente,672,0
48,Superior,Casado,Sudeste,1,Servidor Público,2.8,5797.54,28200.0,72,1.03,Excelente,718,0
22,Superior,Solteiro,Sudeste,1,Servidor Público,1.3,9211.96,117900.0,72,0.81,Excelente,677,0
55,Superior,Solteiro,Norte,2,CLT,1.5,6561.97,90200.0,60,2.49,Bom,635,0
47,Médio,Solteiro,Centro-Oeste,2,Autônomo,0.4,3377.37,18200.0,12,2.62,Bom,599,0
49,Médio,Casado,Norte,0,CLT,1.1,3307.08,40800.0,36,1.78,Bom,605,0
32,Médio,Casado,Norte,2,CLT,1.3,1886.79,6300.0,36,1.83,Bom,552,0
36,Superior,Solteiro,Sudeste,2,CLT,0.2,1320.0,12600.0,84,2.4,Bom,563,0
22,Médio,Casado,Sudeste,2,Autônomo,0.5,1320.0,9600.0,48,3.67,Ruim,384,1
32,Superior,Casado,Sudeste,2,Servidor Público,1.3,5837.34,104900.0,60,0.87,Bom,683,0
43,Superior,Casado,Sudeste,1,Empresário,4.5,4685.16,78900.0,60,2.88,Bom,636,0
52,Médio,Solteiro,Nordeste,3,CLT,0.8,3880.97,20200.0,60,2.37,Bom,579,1
25,Fundamental,Casado,Sul,1,CLT,3.0,1574.11,26400.0,12,2.21,Regular,517,0
33,Superior,Viúvo,Sul,1,CLT,2.8,5140.14,47700.0,12,1.97,Bom,648,0
36,Médio,Solteiro,Centro-Oeste,2,CLT,7.2,2610.14,30400.0,60,1.61,Bom,634,0
22,Fundamental,Solteiro,Centro-Oeste,3,CLT,3.8,1320.0,14500.0,60,1.46,Bom,596,0
44,Superior,Solteiro,Centro-Oeste,2,Empresário,10.0,5838.63,81100.0,48,1.8,Excelente,756,0
30,Médio,Solteiro,Sudeste,0,CLT,4.0,1801.63,14500.0,36,2.41,Bom,574,0
35,Pós-graduação,Casado,Nordeste,1,CLT,0.1,10204.49,41300.0,24,2.38,Regular,608,0
33,Superior,Divorciado,Sudeste,0,Autônomo,1.9,5853.53,54200.0,24,4.15,Bom,654,0
29,Superior,Divorciado,Sul,0,CLT,4.8,4940.18,55200.0,48,1.62,Excelente,705,0
37,Médio,Solteiro,Nordeste,2,CLT,2.6,2366.13,26800.0,48,2.35,Regular,520,0
35,Médio,Casado,Norte,2,Empresário,2.2,2449.01,36500.0,72,1.82,Regular,512,0
33,Médio,Casado,Sul,2,CLT,4.5,2370.25,8700.0,84,1.25,Excelente,676,0
29,Médio,Casado,Sudeste,0,Autônomo,1.3,2659.76,47400.0,48,2.3,Bom,618,0
41,Médio,Casado,Sudeste,0,CLT,9.6,1572.84,28100.0,72,1.99,Ruim,413,1
56,Médio,Solteiro,Sul,2,Autônomo,2.1,3116.1,14000.0,60,3.63,Excelente,680,0
39,Médio,Casado,Nordeste,2,CLT,4.0,1377.29,11200.0,60,1.75,Ruim,433,0
48,Médio,Casado,Sudeste,3,CLT,16.1,2044.16,24200.0,36,1.51,Excelente,728,0
22,Superior,Casado,Nordeste,4,CLT,6.2,7793.96,67000.0,36,1.7,Ruim,447,1
39,Médio,Casado,Centro-Oeste,3,CLT,3.0,3176.2,32800.0,36,1.27,Bom,571,1
25,Fundamental,Solteiro,Centro-Oeste,1,Empresário,7.8,1320.0,10400.0,72,2.38,Regular,548,1
21,Superior,Solteiro,Sudeste,2,CLT,3.3,9186.77,125700.0,72,1.24,Excelente,762,0
29,Pós-graduação,Divorciado,Sudeste,0,Servidor Público,2.3,7290.31,61700.0,24,1.11,Excelente,774,0
51,Médio,Casado,Sul,0,Empresário,8.3,2821.46,26700.0,36,2.29,Ruim,493,1
48,Fundamental,Divorciado,Sudeste,0,CLT,0.1,1330.78,15500.0,48,1.4,Ruim,429,0
40,Superior,Solteiro,Sudeste,0,Servidor Público,2.1,7013.08,123000.0,36,0.99,Excelente,654,0
21,Pós-graduação,Casado,Nordeste,0,Autônomo,1.7,7474.55,94400.0,24,2.92,Bom,645,0
35,Superior,Casado,Sudeste,3,Autônomo,5.0,4699.42,20900.0,60,2.09,Excelente,701,1
41,Superior,Divorciado,Nordeste,1,Servidor Público,0.1,4286.14,33400.0,12,1.1,Ruim,413,0
39,Médio,Solteiro,Sudeste,2,CLT,4.3,3210.77,29800.0,36,2.44,Ruim,406,1
18,Médio,Solteiro,Nordeste,3,CLT,1.7,2864.36,40400.0,72,1.79,Excelente,625,0
28,Fundamental,Casado,Norte,4,CLT,0.4,1320.0,12800.0,60,2.4,Bom,608,0
37,Superior,Divorciado,Sudeste,3,Servidor Público,15.7,4072.89,52500.0,36,1.15,Ruim,450,0
43,Superior,Divorciado,Nordeste,2,CLT,1.0,5989.34,93400.0,72,1.87,Excelente,689,0
18,Pós-graduação,Viúvo,Centro-Oeste,1,Empresário,1.7,10704.26,48900.0,72,1.92,Ruim,484,1
36,Médio,Viúvo,Nordeste,2,CLT,0.9,1320.0,19100.0,12,2.08,Excelente,622,0
39,Fundamental,Solteiro,Centro-Oeste,2,Autônomo,4.3,1693.61,24000.0,24,4.17,Excelente,681,0
47,Médio,Solteiro,Sudeste,3,Autônomo,6.1,2100.95,32100.0,36,4.46,Excelente,696,0
45,Superior,Solteiro,Sudeste,4,Empresário,7.9,4309.89,74700.0,72,1.93,Regular,507,1
44,Superior,Solteiro,Sul,2,CLT,1.5,5586.17,42700.0,72,1.6,Excelente,695,0
29,Médio,Divorciado,Sudeste,1,CLT,3.0,2521.61,23800.0,12,2.29,Excelente,677,0
18,Médio,Divorciado,Norte,4,Servidor Público,4.4,4438.51,30800.0,48,1.03,Regular,513,0
33,Médio,Solteiro,Nordeste,4,Empresário,4.0,2471.85,19500.0,60,1.74,Regular,477,0
49,Médio,Casado,Sudeste,1,CLT,5.0,5433.38,43200.0,36,1.21,Ruim,503,0
53,Superior,Divorciado,Nordeste,2,Autônomo,5.9,2580.95,41400.0,60,2.52,Bom,584,0
45,Médio,Casado,Nordeste,2,CLT,0.4,4857.03,19200.0,36,1.53,Excelente,641,0
42,Superior,Solteiro,Sudeste,1,Autônomo,0.7,6359.54,38400.0,36,4.1,Excelente,740,0
42,Superior,Casado,Sul,2,Servidor Público,5.3,9220.95,112100.0,36,0.89,Regular,605,0
31,Superior,Casado,Sul,0,Servidor Público,2.6,6439.0,93200.0,84,0.9,Ruim,442,1
36,Médio,Casado,Nordeste,1,CLT,2.2,3922.23,52800.0,72,1.74,Regular,538,0
56,Superior,Casado,Nordeste,1,CLT,2.4,2780.64,10300.0,72,1.54,Bom,591,0
27,Médio,Solteiro,Sudeste,2,Autônomo,1.9,5117.59,50200.0,72,4.19,Regular,585,0
55,Médio,Viúvo,Sudeste,0,Servidor Público,3.6,2301.61,13300.0,24,1.3,Excelente,684,0
34,Médio,Casado,Nordeste,0,Empresário,1.6,1805.09,32200.0,72,2.34,Regular,542,1
52,Médio,Casado,Norte,3,CLT,4.1,2123.77,38200.0,24,1.56,Excelente,661,0
22,Médio,Viúvo,Nordeste,1,CLT,0.9,4552.27,17100.0,72,1.86,Ruim,483,1
44,Médio,Solteiro,Centro-Oeste,1,CLT,5.7,4250.76,55300.0,48,2.18,Bom,647,0
29,Pós-graduação,Solteiro,Sudeste,2,Servidor Público,6.1,7225.88,109800.0,36,1.33,Bom,697,0
22,Médio,Divorciado,Sudeste,1,CLT,3.5,1320.0,10400.0,36,2.0,Excelente,687,0
40,Superior,Solteiro,Sudeste,3,Autônomo,1.8,8132.51,109000.0,36,2.56,Bom,624,0
49,Pós-graduação,Casado,Nordeste,1,CLT,0.1,8525.31,49600.0,60,2.26,Excelente,726,0
28,Fundamental,Solteiro,Sudeste,2,CLT,0.5,3139.89,15400.0,48,1.48,Excelente,658,0
21,Superior,Solteiro,Nordeste,1,Empresário,0.3,10120.92,150000.0,60,2.35,Regular,576,0
36,Médio,Casado,Sudeste,3,Servidor Público,0.0,1320.0,16700.0,36,1.46,Ruim,351,1
37,Fundamental,Solteiro,Nordeste,1,CLT,5.1,1320.0,20100.0,60,2.41,Regular,569,1
44,Médio,Casado,Sudeste,1,CLT,12.5,2116.33,23300.0,60,1.38,Excelente,662,0
48,Pós-graduação,Casado,Sudeste,4,Empresário,0.0,11536.38,61400.0,12,1.88,Bom,695,1
37,Fundamental,Divorciado,Centro-Oeste,2,CLT,0.5,1526.56,13200.0,36,2.48,Excelente,608,0
58,Superior,Casado,Sul,2,Servidor Público,7.9,3037.27,49300.0,72,1.35,Regular,566,0
40,Médio,Solteiro,Norte,0,CLT,4.7,3309.07,10700.0,60,1.73,Excelente,689,0
34,Superior,Divorciado,Centro-Oeste,1,Servidor Público,2.1,3687.01,22500.0,36,1.23,Bom,567,0
20,Fundamental,Casado,Sudeste,1,Autônomo,19.7,2043.08,13900.0,24,3.44,Regular,643,1
35,Superior,Casado,Nordeste,0,CLT,3.4,5882.12,40900.0,24,2.33,Bom,584,0
34,Superior,Divorciado,Nordeste,1,Autônomo,4.4,5202.69,23300.0,24,2.88,Bom,668,0
48,Superior,Casado,Sudeste,4,CLT,4.2,5421.57,85200.0,36,2.19,Ruim,439,0
43,Pós-graduação,Casado,Norte,0,CLT,1.0,12800.41,69000.0,36,1.96,Bom,745,0
25,Superior,Casado,Sul,0,CLT,2.7,6086.27,94000.0,24,1.9,Regular,593,0
39,Fundamental,Solteiro,Sul,0,Autônomo,1.0,1784.99,14900.0,24,2.56,Regular,541,1
45,Médio,Solteiro,Centro-Oeste,2,CLT,2.8,2953.96,29100.0,72,1.55,Excelente,700,0
54,Médio,Casado,Sudeste,1,CLT,0.1,4305.51,42800.0,36,1.3,Ruim,459,0
47,Médio,Solteiro,Sudeste,1,CLT,1.9,2710.24,37100.0,48,1.85,Regular,540,1
46,Médio,Solteiro,Sudeste,3,Autônomo,1.9,2886.09,40300.0,24,3.41,Excelente,648,0
38,Médio,Solteiro,Sudeste,0,Empresário,1.4,2855.21,36000.0,48,2.71,Regular,529,0
42,Médio,Casado,Nordeste,1,CLT,0.3,2117.66,30900.0,36,2.5,Excelente,666,0
51,Pós-graduação,Casado,Centro-Oeste,0,CLT,5.9,9750.79,30500.0,24,1.46,Excelente,769,0
23,Fundamental,Casado,Norte,0,Autônomo,2.2,2267.6,24000.0,84,3.02,Bom,679,0
34,Pós-graduação,Casado,Nordeste,0,CLT,6.7,3934.22,42700.0,48,1.63,Bom,650,0
29,Médio,Casado,Sudeste,1,Autônomo,7.2,3557.87,23400.0,36,4.2,Regular,527,0
42,Superior,Casado,Sudeste,1,CLT,1.0,6544.09,74200.0,24,2.33,Regular,557,0
51,Superior,Casado,Sudeste,0,CLT,2.2,6360.62,63700.0,48,1.43,Bom,629,0
31,Médio,Casado,Nordeste,0,CLT,5.1,3893.31,39300.0,48,2.0,Bom,703,0
18,Médio,Viúvo,Sul,0,CLT,2.8,3107.36,14800.0,36,1.68,Bom,628,0
33,Médio,Divorciado,Sudeste,0,Autônomo,7.7,2870.74,27400.0,48,3.6,Excelente,736,0
48,Médio,Divorciado,Norte,0,Servidor Público,3.4,1320.0,19100.0,36,1.02,Bom,626,0
43,Pós-graduação,Divorciado,Centro-Oeste,0,CLT,4.0,8298.98,75900.0,48,2.23,Excelente,781,0
42,Superior,Casado,Sudeste,4,Autônomo,6.2,4356.49,44900.0,60,3.18,Regular,542,0
34,Fundamental,Casado,Sudeste,2,CLT,0.5,2138.29,37400.0,12,2.39,Bom,572,0
23,Fundamental,Casado,Nordeste,2,Servidor Público,3.5,1320.0,21200.0,48,0.91,Ruim,412,0
43,Médio,Casado,Nordeste,2,CLT,0.4,1728.01,29300.0,36,2.0,Excelente,612,1
28,Fundamental,Divorciado,Sudeste,2,CLT,1.2,2463.27,10300.0,12,2.03,Regular,506,0
62,Superior,Casado,Sudeste,2,Empresário,1.0,5084.53,62400.0,72,2.65,Excelente,740,0
44,Fundamental,Viúvo,Nordeste,2,CLT,3.3,2199.48,14000.0,36,1.34,Bom,621,0
31,Médio,Solteiro,Nordeste,2,Autônomo,7.4,2089.78,18900.0,48,2.81,Bom,615,0
31,Fundamental,Divorciado,Nordeste,3,Servidor Público,0.6,1320.0,17400.0,36,1.2,Regular,547,0
36,Médio,Casado,Sudeste,0,Autônomo,5.9,4199.44,49100.0,36,3.06,Regular,553,0
35,Superior,Casado,Norte,0,Autônomo,0.6,6058.77,64100.0,48,2.63,Bom,654,0
50,Médio,Solteiro,Sudeste,0,CLT,0.8,4122.46,62700.0,60,2.11,Bom,616,0
40,Pós-graduação,Casado,Sudeste,3,Empresário,10.0,10716.23,141900.0,60,2.24,Excelente,771,0
29,Superior,Divorciado,Nordeste,1,CLT,0.0,9413.34,144200.0,48,1.88,Bom,676,0
58,Médio,Solteiro,Sudeste,3,Servidor Público,0.9,2736.2,46500.0,48,1.43,Bom,599,0
38,Fundamental,Casado,Nordeste,1,Autônomo,1.0,1540.78,21100.0,60,2.39,Bom,584,0
46,Superior,Casado,Sul,1,Autônomo,1.3,6069.63,54200.0,48,4.06,Excelente,682,1
31,Pós-graduação,Viúvo,Nordeste,1,CLT,1.8,8754.43,54200.0,84,1.47,Excelente,792,0
41,Superior,Casado,Sudeste,2,CLT,0.4,5461.82,38600.0,48,1.43,Regular,540,0
41,Fundamental,Solteiro,Centro-Oeste,2,CLT,2.5,1548.56,13900.0,36,1.58,Regular,477,1
18,Pós-graduação,Casado,Sul,1,Servidor Público,2.0,7295.82,102900.0,36,1.37,Bom,622,0
60,Médio,Casado,Centro-Oeste,2,Autônomo,3.9,2977.19,10700.0,48,2.02,Excelente,739,0
52,Superior,Solteiro,Nordeste,0,Autônomo,8.1,5943.28,90400.0,36,2.21,Bom,754,0
33,Pós-graduação,Casado,Sudeste,2,Empresário,1.4,13776.59,150000.0,24,2.56,Bom,715,0
25,Médio,Divorciado,Sudeste,1,Empresário,3.2,2298.76,24100.0,36,1.52,Regular,511,1
41,Pós-graduação,Divorciado,Sudeste,3,CLT,1.9,4740.43,42600.0,72,1.83,Bom,617,0
38,Médio,Solteiro,Nordeste,3,CLT,0.2,3616.84,17000.0,36,2.41,Ruim,398,1
41,Pós-graduação,Viúvo,Sudeste,1,CLT,6.9,9403.16,69100.0,36,2.26,Bom,716,0
40,Médio,Casado,Sudeste,0,Servidor Público,4.0,1320.0,6100.0,60,0.84,Regular,544,1
43,Pós-graduação,Solteiro,Sudeste,3,CLT,0.0,7233.6,110600.0,24,1.75,Bom,621,0
53,Fundamental,Solteiro,Norte,0,CLT,1.1,1320.0,14000.0,60,1.57,Bom,596,0
44,Superior,Solteiro,Sudeste,1,Autônomo,1.5,4346.82,29100.0,60,2.4,Excelente,684,1
26,Médio,Divorciado,Sul,0,Autônomo,6.7,1877.33,6100.0,48,2.22,Regular,581,0
52,Médio,Solteiro,Nordeste,1,Empresário,5.7,3464.11,37600.0,24,2.78,Ruim,447,1
56,Médio,Solteiro,Nordeste,2,CLT,2.0,2972.41,42400.0,24,1.58,Regular,581,0
72,Superior,Casado,Sul,1,Empresário,0.7,4325.12,62700.0,36,2.87,Excelente,751,0
25,Médio,Casado,Norte,3,CLT,2.0,3753.01,23300.0,60,1.21,Regular,506,0
40,Superior,Casado,Centro-Oeste,2,Servidor Público,6.6,8911.44,150000.0,72,1.47,Bom,671,0
18,Médio,Casado,Sudeste,2,CLT,2.4,2464.21,28400.0,60,1.49,Regular,515,0
44,Pós-graduação,Solteiro,Sudeste,1,Servidor Público,0.5,5005.95,39900.0,48,0.84,Excelente,673,0
31,Fundamental,Divorciado,Nordeste,0,Empresário,0.2,3167.56,28200.0,84,2.76,Bom,638,0
59,Médio,Solteiro,Sudeste,2,Autônomo,1.6,1435.26,7000.0,60,2.54,Bom,618,0
29,Médio,Casado,Sudeste,2,Autônomo,0.6,3753.79,39000.0,60,4.16,Regular,559,1
19,Médio,Casado,Sul,1,Empresário,5.5,2715.94,38800.0,12,2.2,Regular,538,0
32,Médio,Solteiro,Nordeste,1,CLT,1.3,1320.0,12100.0,36,2.1,Bom,583,0
18,Médio,Viúvo,Centro-Oeste,1,CLT,8.4,3336.95,53400.0,36,1.68,Excelente,656,0
46,Superior,Casado,Centro-Oeste,2,Servidor Público,3.8,6321.91,64200.0,36,1.19,Ruim,443,1
18,Superior,Solteiro,Sudeste,2,Autônomo,2.0,7816.3,129000.0,36,4.17,Regular,540,0
38,Superior,Divorciado,Centro-Oeste,2,Servidor Público,3.8,4733.26,64100.0,72,1.04,Bom,593,0
18,Fundamental,Casado,Nordeste,3,Autônomo,1.4,1320.0,5000.0,60,3.57,Bom,556,0
34,Superior,Casado,Sudeste,2,Autônomo,0.6,3223.7,12900.0,60,4.02,Ruim,406,0
56,Médio,Casado,Nordeste,0,CLT,13.3,3588.02,53800.0,36,1.24,Excelente,752,0
41,Superior,Divorciado,Sudeste,2,CLT,3.3,7020.15,58600.0,36,2.3,Ruim,507,1
28,Médio,Solteiro,Nordeste,2,Servidor Público,0.0,3402.86,19900.0,24,1.14,Bom,629,0
37,Médio,Solteiro,Sul,0,CLT,1.5,2765.64,44200.0,48,1.68,Excelente,651,0
38,Médio,Casado,Sudeste,1,CLT,0.7,4522.23,80300.0,24,2.24,Bom,632,1
43,Superior,Solteiro,Norte,2,Empresário,1.2,4199.74,63500.0,36,1.81,Regular,504,0
22,Fundamental,Casado,Norte,2,Autônomo,0.2,2217.33,30800.0,24,4.31,Bom,588,0
44,Superior,Casado,Sudeste,3,CLT,1.1,7124.0,21500.0,36,1.92,Bom,666,0
18,Fundamental,Solteiro,Sudeste,3,CLT,4.6,1320.0,6100.0,12,2.08,Regular,492,0
31,Superior,Solteiro,Sul,0,CLT,6.9,4647.66,60700.0,12,2.1,Bom,631,0
32,Pós-graduação,Casado,Nordeste,2,Empresário,1.7,1320.0,12100.0,72,2.6,Regular,503,0
44,Médio,Divorciado,Sudeste,2,Autônomo,3.0,2413.25,7900.0,48,4.06,Excelente,709,0
38,Médio,Casado,Sudeste,1,CLT,0.2,4559.89,64400.0,48,2.29,Excelente,747,0
22,Pós-graduação,Casado,Sul,0,CLT,0.4,8774.09,81400.0,48,2.3,Bom,651,0
27,Médio,Solteiro,Norte,0,Empresário,3.2,2906.74,37400.0,60,1.89,Excelente,699,0
40,Médio,Casado,Sudeste,0,Autônomo,7.3,3798.6,38100.0,60,2.51,Excelente,733,0
37,Superior,Solteiro,Sudeste,2,CLT,0.4,5740.13,19500.0,72,1.38,Regular,497,0
31,Superior,Casado,Sudeste,0,CLT,2.2,4078.51,51100.0,36,2.27,Excelente,658,0
32,Fundamental,Casado,Sudeste,0,CLT,14.1,1320.0,19600.0,60,1.28,Excelente,743,0
45,Superior,Divorciado,Centro-Oeste,0,Empresário,5.4,2920.0,15600.0,84,2.35,Regular,545,0
32,Médio,Casado,Norte,2,Autônomo,0.9,2983.61,48800.0,12,3.75,Bom,552,0
37,Fundamental,Casado,Nordeste,0,CLT,1.3,1737.18,9900.0,36,1.36,Regular,544,0
61,Superior,Casado,Sudeste,0,CLT,11.8,4330.68,40500.0,36,1.36,Ruim,504,0
22,Médio,Divorciado,Nordeste,1,CLT,1.0,2289.76,25000.0,60,2.38,Excelente,668,0
18,Fundamental,Casado,Sudeste,1,CLT,2.3,2226.7,17200.0,12,1.6,Excelente,641,0
46,Superior,Solteiro,Sudeste,1,CLT,1.8,3137.7,33000.0,48,2.35,Bom,559,0
30,Superior,Divorciado,Norte,2,CLT,2.7,4553.58,62700.0,72,1.69,Ruim,421,1
34,Superior,Solteiro,Sudeste,0,Servidor Público,1.1,2938.02,40300.0,24,1.27,Bom,616,0
29,Pós-graduação,Solteiro,Sudeste,0,Empresário,4.4,6203.74,104400.0,24,1.61,Bom,643,0
35,Superior,Solteiro,Norte,0,CLT,1.1,3728.5,59400.0,84,2.39,Bom,590,0
55,Fundamental,Divorciado,Sul,3,CLT,3.7,2252.74,40000.0,60,2.19,Excelente,650,0
46,Médio,Solteiro,Nordeste,0,Servidor Público,1.8,1320.0,15700.0,60,0.95,Regular,523,1
47,Superior,Divorciado,Norte,4,CLT,1.2,5922.03,53300.0,36,2.15,Regular,568,0
22,Médio,Casado,Sudeste,2,CLT,4.7,2416.43,16000.0,72,1.33,Regular,532,0
25,Superior,Solteiro,Sul,1,CLT,13.4,5943.52,39600.0,72,1.88,Bom,652,0
18,Superior,Casado,Sudeste,2,CLT,8.1,3829.04,20200.0,60,1.53,Regular,498,1
29,Médio,Solteiro,Sul,1,CLT,0.4,2436.1,33900.0,36,2.31,Ruim,343,0
48,Pós-graduação,Casado,Sudeste,2,Empresário,2.4,5911.31,75700.0,48,2.13,Ruim,461,1
